ID,NAME,TYPE,CROSS,PERIOD,METHOD,APPLY,SHIFT,MODE,DISPLAY_TYPE, DISPLAY, LEVELTYPE, VALUE1, VALUE2, VALUE3, VALUE4,LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9, LEVEL1, LEVEl2, LEVEL3, LEVEL4, LEVEL5, LEVEL6, LEVEL7, LEVEL8, LEVEL9
20,BAR,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,NEWS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,VOLUME,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,120,--,--,--,--,--,--,--,--,80,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--
23,VOLUME_UP,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,VOLUME_DOWN,PREDEFINED,,0,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,PROGRESS,PREDEFINED,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,MA_200,MA,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,EMA_40,MA,,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,EMA_34,MA,,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,MA_50,MA,MA_200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,EMA_20,MA,EMA_8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,EMA_8,MA,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MA_12,MA,,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SMA_5,MA,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,RSI_60,RSI,,60,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
59,RSI_2,RSI,,2,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,95,95,95,95,95,95,95,95,95,50,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,--,--,--
60,RSI_0,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,80,80,80,80,80,80,80,80,80,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
61,RSI_14,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,70,70,70,70,70,70,70,70,70,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,--,--,--,--,--,--,--,--,--
62,ATR_20,ATR,ATR_14,20,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,--,--,--,--,--,--,--,--,--
63,ATR_14,ATR,,14,0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,0.0003,0.0006,0.002,0.003,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
64,ADX_14,ADX,,14,0,0,0,0,0,1,1,0,0,0,0,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,25,25,25,25,25,25,25,25,25,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10
65,SAR,SAR,undefined,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,CCI_0,CCI,,14,0,5,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,--,--,--,--,--,--,--,--,--
67,BOLLINGER_0,BOLLINGER,,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,ICHIMOKU_0,ICHIMOKU,,9,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,MACD_0,MACD,,12,25,0,9,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,--,--,--,--,--,--,--,--,--
70,WPR_100,WPR,,100,0,0,0,0,0,1,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-20,-20,-20,-20,-20,-20,-20,-20,-20,-50,-50,-50,-50,-50,-50,-50,-50,-50,-80,-80,-80,-80,-80,-80,-80,-80,-80,-90,-90,-90,-90,-90,-90,-90,-90,-90
71,WPR_14,WPR,,14,0,0,0,0,0,1,0,0,0,0,0,--,--,--,--,--,--,--,--,--,-20,-20,-20,-20,-20,-20,-20,-20,-20,-50,-50,-50,-50,-50,-50,-50,-50,-50,-80,-80,-80,-80,-80,-80,-80,-80,-80,--,--,--,--,--,--,--,--,--
72,S_TRIX,CUSTOM,,PG_THV_Trix,0,0,0,0,0,1,0,1,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
73,F_TRIX,CUSTOM,S_TRIX,PG_THV_Trix,0,0,0,0,0,1,0,4,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
74,VELOCITY,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,1,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
75,ACCELERATION,CUSTOM,,PG_TPO_Acceleration,0,0,0,0,0,1,0,0,0,0,2,20,30,40,60,70,100,150,800,2000,10,15,30,40,50,80,100,500,1500,0,0,0,0,0,0,0,0,0,-10,-15,-30,-40,-50,-80,-100,-500,-1500,-20,-30,-40,-60,-70,-100,-150,-800,-2000
76,RSI_8,RSI,,14,0,0,0,0,0,1,0,0,0,0,0,80,80,80,80,80,80,80,80,80,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20
77,SMA_10,MA,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,SMA_30,MA,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
